,Unnamed: 0,Review,Ratings
17150,17150,Cheap Quality,1
17151,17151,Worst Product I've ever purchased on amazon,1
17152,17152,This was the first time I bought boat product.,1
17153,17153,Not for those who looking for Pure music - ITs for BASS BASS lovers,1
17154,17154,Worst product and worst return policy... Chinese product jsut stamped as made in india.,1
17155,17155,Cracks on the thin rubber cable attached to one of the earpieces,1
17156,17156,The products are not promising as advertised,1
17157,17157,Fragile Product n Warranty is not honored,1
17158,17158,Worst brand to buy from. Don't purchase from this useless brand.,1
17161,17161,Pathetic after sales service. Headset stopped functioning after 3.5 months,1
17162,17162,Don't buy BOAT. Worst customer service.,1
17163,17163,Never buy-chinese and cheap,1
17164,17164,Not worth it. Really poor customer care support and the warranty is useless.,1
17165,17165,"Don't wast your money, thoda mehanga lelo but boat cheep in quality and service",1
17166,17166,Not at all worth it,1
17167,17167,Boat's  ear &amp; head phones  not durable.,1
17168,17168,Bad design with low bass,1
17169,17169,Awful and faulty product. Won't last longer than 4-5 months after purchase.,1
17170,17170,Not a Noise cancellation earphone,1
17173,17173,One side stopped working within months,1
17174,17174,Left earbud dies after a month and a half...,1
17175,17175,boat customer service helpline no offline when i approach offline they refused....,1
17176,17176,Cheap quality earphones,1
17177,17177,Disappointed 💯,1
17178,17178,"Duplicate, Purple doesn't even have a braided cable.",1
17179,17179,Know this before you buy it !! 👆,1
17180,17180,Do not buy,1
17181,17181,Stopped working within a month,1
17182,17182,sound like 50rs headphones,1
17185,17185,"Do not buy this product, worst earphones ever.",1
17186,17186,Bad product... No guarantee as no replacement at home,1
17187,17187,Disappointed - works fine only for 45 days,1
17188,17188,Became faulty in 2 months,1
17189,17189,Earphones are awesome but service is dissapointing,1
17190,17190,Boat service is worst don't buy boat product for their service,1
17191,17191,Faded sound &amp; Fm reception.. BAKWAASS paisa waste 😭,1
17192,17192,earphone jack went bad after 20 days of usage,1
17193,17193,Worst customer service,1
17194,17194,Jack Issues within a week.,1
17197,17197,don't purchase if you r using it for calling,1
17198,17198,Poor built quality of the non braided wires.,1
17199,17199,Headset Jack broke on 8th day of purchase,1
17200,17200,Only left side speaker work properly.,1
17201,17201,Earbud model hurts after an hour of usage,1
17202,17202,Highly recommended,1
17203,17203,Worst product from Amazon and OnePlus,1
17204,17204,Unhappy with the quality!,1
17205,17205,Very poor manufacturing material,1
17206,17206,One side stopped working within 4 months,1
17209,17209,Very bad microphone. Not for office use.,1
17210,17210,Don't buy this product,1
17211,17211,Don't buy boat products as...,1
17212,17212,Bad quality. Left speaker stopped working in 8-9 months,1
17213,17213,Not working after 4 months,1
17214,17214,Need Replacement,1
17215,17215,Bad quality,1
17216,17216,mic connection failure,1
17217,17217,Poor buid and poor sound quality,1
17218,17218,No service centers and product stopped working within 4 months..,1
17221,17221,The point problem ..it's not steady.,1
17222,17222,2 months &amp; its given up..,1
17223,17223,Lost sound in 1 side!,1
17224,17224,No value for money. Stopped working in a month.,1
17225,17225,Earphone that i received is stop working after 10 days,1
17226,17226,Worst Online Shopping experience,1
17227,17227,Highly Unsatisfied ... Not Recommended ... Pathetic customer care support.,1
17228,17228,Mic button issue,1
17229,17229,🛑 After 3 Month Right Side Ear Piece Stop Working😤,1
17230,17230,Stopped working before warranty is over and not able to connect to anyone for the same,1
17233,17233,Bad service no service at my city though they mentioned all over India Service,1
17234,17234,Worst product,1
17235,17235,Disappointing...not worth,1
17236,17236,Poor sound quality,1
17237,17237,Not useable for phone calls,1
17238,17238,Very poor customer service,1
17239,17239,Re-editing my previous review,1
17240,17240,Stopped working less than a month,1
17241,17241,Damage 😠,1
17242,17242,Dusty and old headset,1
17244,17244,Looks like Improved version of boat 225,5
17245,17245,Value for Money!!,5
17246,17246,Good build - Clean audio quality !! Enhanced Bass,5
17247,17247,Best Earphone under 1000 for both build quality &amp; Sound. save you money &amp; for 500 rs go for it.,5
17248,17248,Best Earphones Under ₹ 500,5
17249,17249,Best ones i have encountered!,5
17250,17250,Best in Budget and Beast in Quality,5
17251,17251,Compare boAt BassHeads 152 VS boAt BassHeads 225,5
17252,17252,I am amazed with the sound quality...Nothing can beat this price range,5
17253,17253,Highly Recommended,5
17256,17256,Best for Rs. 500/- budget,5
17257,17257,BANG FOR BUCKS- Best Earphones Under ₹500👍 ❤,5
17258,17258,"Totally Justify The Name, Bassheads!!",5
17259,17259,"Powerful Bass, sturdy Product",5
17260,17260,ULTIMATE BALANCED SOUND UNDER 500,5
17261,17261,Totally worth it!🔥,5
17262,17262,Good set of wired earphones with mic,5
17263,17263,"Very good quality, affordable option",5
17264,17264,Review after 1 Week of Use,5
17265,17265,Much better than the Boat 225 .,5
17268,17268,My grandmother was hearing song in this earphone chhalkat humro javniya and se start dancing,5
17269,17269,Best in class noise cancellation. Must buy,5
17270,17270,Value for Money Headphone !!,5
17271,17271,"Boat is ""Boat""",5
17272,17272,Awesome,5
17273,17273,Awesome... Just go for it.. Nothing better than this,5
17274,17274,Value for money,5
17275,17275,Warrenty successful.,5
17276,17276,"Amazing sound quality, lightweight, durable",5
17277,17277,Awesome product.,5
17280,17280,Intense Satisfaction,5
17281,17281,Quality product in budget .,5
17282,17282,At this Price range you will get the Sony xb55ap quality,5
17283,17283,Made in India product with exceptional sound quality.,5
17284,17284,Boat 225 bass head killer.. Superb price by Amazon,5
17285,17285,Under Rs500/- worth for price.,5
17286,17286,Must Buy .... Only for music lovers,5
17287,17287,Subwoofer Bass test - Earphones literally Started Vibrating.!,5
17288,17288,Best Earphone used till date,5
17289,17289,Great product,5
17292,17292,Take it. Good value,5
17293,17293,Awesome sound quality - medium bass - Worth the money,5
17294,17294,Great Sound quality. Worth Buying 💯,5
17295,17295,Superior Built and Extraordinary Bass,5
17296,17296,My best buy on amazon/ Review after 1 year of usage,5
17297,17297,Overall best headphone,5
17298,17298,My go-to earphones! Using since Aug 2020!,5
17299,17299,Buy without a doubt ❤️❤️❤️❤️,5
17300,17300,Best earphones at this price .,5
17301,17301,Amazing!! 🥰,5
17304,17304,Awesome!!!!,5
17305,17305,Great Overall Experience,5
17306,17306,Love it,5
17307,17307,Indian company-BOAT EARPHONE,5
17308,17308,Proud BoatHead !!,5
17309,17309,I am impressed!!,5
17310,17310,A bit better than just oky..,5
17311,17311,Basssssssss,5
17312,17312,Must buy...but let's read why?,5
17313,17313,Excellent,5
17316,17316,It is nice at this price range 👍,5
17317,17317,Great sound quality in this little power packed package !,5
17318,17318,The services for the product is even better than this!,5
17319,17319,excellent one !,5
17320,17320,BEST BUDGET EARPHONES,5
17321,17321,once again boAt stole my hearts .,5
17322,17322,"Good bassheads, yet not so rugged",5
17323,17323,STOPPED WORKING BUT GOT A REPLACEMENT,5
17324,17324,"Good, can be better",5
17325,17325,Very GOOD for the price,5
17328,17328,Bass lovers - you won't be disappointed!!,5
17329,17329,Good buy,5
17330,17330,Awesome Product.,5
17331,17331,"Good product, great sound.",5
17332,17332,I just love the service from Amazon and this particular product from boat.,5
17333,17333,Very good quality beautiful looking earphones at an affordable price,5
17334,17334,The low range beast,5
17335,17335,Balanced bass and amazing sound quality and clarity,5
17336,17336,Beast,5
17337,17337,Excellent design and superb bass,5
17340,17340,Good product with in the budget,5
17341,17341,Must buy,5
17342,17342,Top class,5
17343,17343,Good product for the money.,5
17344,17344,Great buy for the price!,5
17345,17345,Best earphone go for it,5
17346,17346,Good earphones for the price.,5
17347,17347,"Boat means trust, high quality and comfort",5
17348,17348,Perfect for Indians.,5
17349,17349,Boat Bassheads 152 Ear wired Earphones with Mic ( maroon mirage ),5
17352,17352,"Comfortable, Light, Sound quality quite good",5
17353,17353,Great Value for money,5
17354,17354,Worth to buy,5
17355,17355,Price to performance - Perfect 👍👍👍👌,5
17356,17356,Superb deal in this price range 🇮🇳,5
17357,17357,Good earphone for bass but not metallic earbuds,5
17358,17358,Outstanding product but it's too much loud,5
17359,17359,Great earphones!,5
17360,17360,"Good, can go for it",5
17361,17361,It's more than 1 year of rough usage. Truly love it,5
17363,17363,Issue is of half braided cable,4
17364,17364,Ok earphone.,4
17365,17365,Go for it if you are a bass lover..,4
17366,17366,meh,4
17367,17367,"Good clarity, but poor bass!",4
17368,17368,Good Sound Quality under Budget!,4
17369,17369,Best boat Customer Service so prefer boat products.,4
17370,17370,Average quality earphone.,4
17371,17371,Good for the price,4
17372,17372,Music lovers never go for it!! don't ever go for it at any cause,4
17375,17375,Ok with this price,4
17376,17376,Some pros and cons about this earphone,4
17377,17377,material is so good but the price differences makes us unhappy.,4
17378,17378,"Used it for over year, developed cuts on the wire",4
17379,17379,Overall good product but not Best product,4
17380,17380,A good performer.,4
17381,17381,Overall package,4
17382,17382,Microphone captures alot of noise during calls and Playing Pubg.,4
17383,17383,Excellent,4
17384,17384,Positive and negative points of boAt BassHeads 152,4
17387,17387,"Been a year of usage, but one BIG problem",4
17388,17388,Great for music; Rich bass; OK for voice,4
17389,17389,Value for money,4
17390,17390,Good audio output but not entirely braided,4
17391,17391,"Not great, not bad...",4
17392,17392,Decent Earphones. Too Loud !!,4
17393,17393,Best Upgrade Ever!,4
17394,17394,Not bad,4
17395,17395,Worth the Money,4
17396,17396,"Satisfactory sound quality with good bass, but faulty earbuds",4
17399,17399,Value for money,4
17400,17400,Bass seems to be bit over,4
17401,17401,It's good for music listening than calls,4
17402,17402,"Value for money product, a decent one.",4
17403,17403,Little too much bass. Otherwise great for the price,4
17404,17404,Decent earphones,4
17405,17405,Good!,4
17406,17406,Great for the price.,4
17407,17407,Go for Boat 152 and crack the deal,4
17408,17408,So guys I am music producer and mixing engineer I will give you honest and pure review,4
17411,17411,It delivers to its name,4
17412,17412,One side (right one) speaker stopped working,4
17413,17413,Right and left sound reversed,4
17414,17414,Value for money,4
17415,17415,Satisfied to some extent.,4
17416,17416,Everything is good except it slips repeatedly,4
17417,17417,Excellent sound quality - perfect earphones for music lovers,4
17418,17418,Read It.,4
17419,17419,Best for regular use and micrphone is azing,4
17420,17420,Great product,4
17423,17423,Pretty good for its price.,4
17424,17424,Extremely worthy for SHORT TERM USE (8-10 months),4
17425,17425,One of the best under the price of ₹500.,4
17426,17426,It's not upto my expectation..,4
17427,17427,Good product,4
17428,17428,Value for money,4
17429,17429,boAt BassHeads 152 KKR Edition,4
17430,17430,Surprisingly good!,4
17431,17431,Good for price. Value for money,4
17432,17432,Read the description for fully for my opinion,4
17435,17435,Great short-lasting product at unbeatable price,4
17436,17436,A good buy for this price price.,4
17437,17437,Great budget friendly headset 👍,4
17438,17438,Best,4
17439,17439,Boat headphone Information,4
17440,17440,Buy it,4
17441,17441,Good product,4
17442,17442,Overall satisfactory !!!!!!,4
17443,17443,Great earphones. Poor mic.,4
17444,17444,Value for money🌪,4
17447,17447,after sale service is not less than worst,4
17448,17448,Review after 1 year,4
17449,17449,*FIRST READ THIS REVIEW THEN BUY IT*,4
17450,17450,Outstanding!,4
17451,17451,Worth it.,4
17452,17452,Work on the volume problem I've mentioned. It'll solve the rest minute problems.,4
17453,17453,Good earphones for gaming,4
17454,17454,Best for bass lovers not for sound quality lovers . Best in this price range,4
17455,17455,Design Flaw but value for money,4
17456,17456,Good quality,4
17459,17459,Good according the price,4
17460,17460,"Boat 152 , Amazing at this price",4
17461,17461,May This Help To Someone,4
17462,17462,Good product,4
17463,17463,"Worth it, 4/5",4
17464,17464,value for money,4
17465,17465,All you need to know about these boAt Bassheads 152,4
17466,17466,Good Quality(Not Physically),4
17467,17467,A good product but we can't trust their warranty...,4
17468,17468,Great earphones by boat under 500,4
17471,17471,Nice Budget Earphones,4
17472,17472,Review after using for an year!!!,4
17473,17473,Decent earphones in 5c range,4
17474,17474,Not up to mark,4
17475,17475,Great product for bass lovers. Can be improved a little.,4
17476,17476,Works quite okay for me,4
17477,17477,Good at this price,4
17478,17478,Go for it. Surprisingly good,4
17479,17479,"Nice bassssss, boom boom",4
17480,17480,Really worth for Rs.499,4
17482,17482,Seller given false information,2
17483,17483,Mid frequency sound is missing. Unsuspected from JBL,2
17484,17484,Poor After Sale Service on WARRANTY by harmen,2
17485,17485,Not worth the money,2
17486,17486,Product description,2
17487,17487,Stopped Working After 5 Months,2
17488,17488,Waste of Money!!!!,2
17489,17489,Bad quality wire,2
17490,17490,"Earphone doesn't fit and stick, it's useless 😐",2
17491,17491,Avoid,2
17494,17494,Don't buy.after 1 month stop working,2
17495,17495,The sound is good but not apt for call purposes,2
17496,17496,Not too bad.,2
17497,17497,Product quality is just 2star.,2
17498,17498,Not at all happy with audio quality,2
17499,17499,The product lacks the Harman engineering touch,2
17500,17500,Not good,2
17501,17501,Not value for money,2
17502,17502,Not durable,2
17503,17503,Delivery issue..,2
17506,17506,Not satisfied with the sound quality.,2
17507,17507,Not worth it.,2
17508,17508,Go for something else,2
17509,17509,produt is bad in this price range,2
17510,17510,No bass in sound,2
17511,17511,Sound quality is nice!!,2
17512,17512,Bad product,2
17513,17513,Basic earphone with no punch at all.,2
17514,17514,Worst product,2
17515,17515,nice audio but left side stopped working after few months,2
17518,17518,Clumsy Design,2
17519,17519,Not as per expectations....,2
17520,17520,Poor quality,2
17521,17521,Bad Experience,2
17522,17522,not durable,2
17523,17523,This Earphones Not For Bass Lovers,2
17524,17524,Superb Headphone with lifetime of 6 months,2
17525,17525,"Very low quality,waste of money",2
17526,17526,POOR BASS,2
17527,17527,Unconfortable and makes uneasy to hear music for long hours,2
17530,17530,Not recommended,2
17531,17531,Not JBL,2
17532,17532,Take it at your own risk 😉😉,2
17533,17533,"Not worth, better buy sony",2
17534,17534,Duplicate,2
17535,17535,Earphones stopped workinh,2
17536,17536,Worst earphone ever,2
17537,17537,Not durable,2
17538,17538,Not satisfied,2
17539,17539,Wire quality is low,2
17542,17542,Not recommended,2
17543,17543,Left Earpiece Not Working,2
17544,17544,Poor quality and after sakes service,2
17545,17545,not bad,2
17546,17546,Disappointing,2
17547,17547,Mic is not working after 2 weeks,2
17548,17548,Not good,2
17549,17549,Not only,2
17550,17550,POOR SOUND,2
17551,17551,Fine product,2
17554,17554,Waste of money,2
17555,17555,No life. Gone in 10 days,2
17556,17556,Low bass,2
17557,17557,Submerged all,2
17558,17558,Delicate product,2
17559,17559,Not a good quality product,2
17560,17560,Not a quality,2
17561,17561,Please don't buy,2
17562,17562,Can buy below 500rs,2
17563,17563,Unfunctional in 6 monrhs,2
17566,17566,Okay,2
17567,17567,Just average quality.,2
17568,17568,Not good,2
17569,17569,Jbl headfone,2
17570,17570,How to claim warranty?,2
17571,17571,Average Sound not Special Sound,2
17572,17572,Below Par,2
17573,17573,Very bad..go for made in India,2
17574,17574,Don't go for it,2
17575,17575,Avoid it,2
17578,17578,Don't buy,2
17579,17579,OK stuff,2
17580,17580,Don't buy it,2
17581,17581,Stopped working in 6 months,2
17582,17582,Good product with some discrepencies,2
17583,17583,Basic headphone,2
17584,17584,After 2 months 1 side is not working.,2
17585,17585,Product is not good,2
17586,17586,It's not working my asus max pro m2,2
17587,17587,Build quality is mediocre at best,2
17590,17590,Not that great,2
17591,17591,Good for music. Bad for call,2
17592,17592,Poor,2
17593,17593,Not very good for bass and quality sound,2
17594,17594,Not for music,2
17595,17595,Not good,2
17596,17596,Costly when compared to quality!!,2
17597,17597,Not Happy,2
17598,17598,Not supporting for voice call,2
17599,17599,Not that good in this price range,2
17601,17601,Sound Quality is good but a big miss on Bass,3
17602,17602,NOT recommended for music - very poor bass quality; Good for speech,3
17603,17603,Poor build quality and bass,3
17604,17604,Buy only if you're brand freak or instrumental head,3
17605,17605,Good base but vocals not clear. Not meant for watching YouTube videos or online classes.,3
17606,17606,"Low quality, below average product.",3
17607,17607,Below Expectations!!,3
17608,17608,not good experience from customer care but the earphone are of good quality,3
17609,17609,"a good Budget buy , not for someone who loves heavy bass",3
17610,17610,"Made in china, do not buy",3
17613,17613,Average sound quality not GOOD,3
17614,17614,Review after 1 year,3
17615,17615,"Poor quality material, broke easily.",3
17616,17616,Overall a decent product,3
17617,17617,so so quality,3
17618,17618,Worest earphones,3
17619,17619,Good while it lasts,3
17620,17620,Average earphones,3
17621,17621,Very very average quality from JBL,3
17622,17622,Bud size lil big,3
17625,17625,Worked only for 5-6 months,3
17626,17626,Fragile earphones.,3
17627,17627,Totally fake. Nothing to do with JBL,3
17628,17628,Fair.,3
17629,17629,Best in class!,3
17630,17630,For movie,3
17631,17631,"Sound quality is okay, but it's not durable",3
17632,17632,Poor wire quality.,3
17633,17633,Great audio but bulit not so good,3
17634,17634,Nice Buy,3
17637,17637,"Looking for deep bass, the buck stops here",3
17638,17638,Not compatible with my galaxy s8+  mibile,3
17639,17639,"Good for listening music, poor for calls!",3
17640,17640,Kinda okay,3
17641,17641,Very much disappointed,3
17642,17642,Slippery.,3
17643,17643,Average product,3
17644,17644,"Sound quality is good, product not as expected",3
17645,17645,Not durable.,3
17646,17646,It blocks your ear,3
17649,17649,Average.,3
17650,17650,Build quality may be improved,3
17651,17651,"A product from harman, nothing more than that",3
17652,17652,Hard eartips... Can hurt ears in short span.,3
17653,17653,Headphones are good but don't use JBL Name....,3
17654,17654,:(,3
17655,17655,Bass is very low... i didn't liked it,3
17656,17656,Ok ok type,3
17657,17657,Think Twice before buying.,3
17658,17658,Not the worst but not excellent either,3
17661,17661,It’s a Ok product,3
17662,17662,Bad product. Poor quality,3
17663,17663,Very disappointed,3
17664,17664,Built quality is not up to the mark.,3
17665,17665,Spark buzzing sounds makes me disappointed,3
17666,17666,Bass quality is average. Don’t become a fool of the marketing lines,3
17667,17667,Not like a boat.,3
17668,17668,Mic quality needs improvement,3
17669,17669,"Ok for music, not for call",3
17670,17670,Good bass when used with equalizer,3
17673,17673,Not meet the expectations as per the 2 year ago product,3
17674,17674,warranty issu,3
17675,17675,Not good for ear comfort,3
17676,17676,Average low budget Earphones,3
17677,17677,Waste of money,3
17678,17678,not good as expected from jbl,3
17679,17679,Okayish product from the house of JBL,3
17680,17680,Over-hyped mediocre product,3
17681,17681,Decent headphones for the cost,3
17682,17682,Sound too low,3
17685,17685,OK type,3
17686,17686,Clear voice,3
17687,17687,Not bad,3
17688,17688,Voice from earphones,3
17689,17689,Not worth money,3
17690,17690,Not durable,3
17691,17691,"Economical performance, bass is quite good, wire rubber quality is good",3
17692,17692,Go for boat not with this,3
17693,17693,overall good purchase,3
17694,17694,Not up to the mark,3
17697,17697,Okay ...,3
17698,17698,Okayish,3
17699,17699,Sound is good but bass is missing,3
17700,17700,Blue colour earphones,3
17701,17701,I found a minor scratch in the main wire,3
17702,17702,Money wasted,3
17703,17703,"For less than price can get very decent earphone form realme,boat,",3
17704,17704,Average quality,3
17705,17705,Average product,3
17706,17706,dont expect deep bass but ovarall good for 399,3
17709,17709,Ok,3
17710,17710,Look for better options,3
17711,17711,Didn't expect this from JBL.,3
17712,17712,Not like JBL,3
17713,17713,Average,3
17714,17714,Cheap quality,3
17715,17715,It's average!,3
17716,17716,Why Infinity Why,3
17717,17717,Average,3
17718,17718,3/5star,3
17720,17720,Worst earphones,1
17721,17721,One of THE WORST Headphone I ever come across,1
17722,17722,Really bad,1
17723,17723,Don't even think of buying this earphones,1
17724,17724,Not satisfied even for the budget of 400 and definitely not worth 1k as per original price too much,1
17725,17725,Lasted for one month. Not working now,1
17726,17726,Crap,1
17727,17727,Noise with plug movement,1
17728,17728,Stops working after 3 to 4 months,1
17729,17729,Sounding like small Bluetooth speaker and small in size earphones.,1
17732,17732,plz don't waste money on this headphone.,1
17733,17733,Ok type,1
17734,17734,Fake promotional offer,1
17735,17735,"Light weight, comfortable  in ears for long , good sound but almost no bass",1
17736,17736,Worst customer care,1
17737,17737,Not even meeting the average expectations under 400 poor performance ever,1
17738,17738,Low Quality,1
17739,17739,poor quality product with thin wire,1
17740,17740,Very Poor Quality,1
17741,17741,.,1
17744,17744,Damaged Product,1
17745,17745,Very Flat sound like simple earphones,1
17746,17746,Disappointing af!!,1
17747,17747,Big miss on bass,1
17748,17748,Worst headphones I ever bought,1
17749,17749,Not reliable ..stoped working  after 1 year,1
17750,17750,Infinity zip 20 bass distorts,1
17751,17751,Genre-Bass music(DUBSTEP TRAP) THIS EARPHONES ARE OK,1
17752,17752,Bogus product.,1
17753,17753,Worst product from JBL,1
17756,17756,Worst product ever had worst built quality don't buy this product,1
17757,17757,A Temporary Earphones,1
17758,17758,Not worth it,1
17759,17759,Bass is good but not controlled or stable for long hearings,1
17760,17760,Disappointing. I feel stupid.,1
17761,17761,NOT RECOMMENDED,1
17762,17762,No bass at all let alone deep.,1
17763,17763,Worst experience,1
17764,17764,Sound quality is low,1
17765,17765,Below average,1
17768,17768,Sound quality is very poor.,1
17769,17769,Don't waste your money.,1
17770,17770,Wire quality,1
17771,17771,Worst headphone,1
17772,17772,Branded Rs 100 earphone.. Stay away!,1
17773,17773,Very bad quality,1
17774,17774,One of the worst products,1
17775,17775,It's very cheap quality product. Only JBL name is used.,1
17776,17776,Quality not good. Only replacement allowed and not return,1
17777,17777,Not recommended,1
17780,17780,Poor build quality,1
17781,17781,Do not buy please.,1
17782,17782,Warranty just for name sake!,1
17783,17783,"Cheap Quality, can't stay longer time with bad sound quality",1
17784,17784,Bad experience,1
17785,17785,Very poor sound quality,1
17786,17786,No sound...only noise,1
17787,17787,Don't fall for the brand name,1
17788,17788,Not durable,1
17789,17789,very average product,1
17792,17792,Really disappointed especially from brand like JBL,1
17793,17793,Stopped working after 7 months,1
17794,17794,Not worth it total waste.,1
17795,17795,Used Product,1
17796,17796,Not recommended!!,1
17797,17797,Not good,1
17798,17798,Cheated badly,1
17799,17799,Dhokha,1
17800,17800,Very bad experience,1
17801,17801,"Don't buy this , Please",1
17804,17804,Good product but only if you get original.,1
17805,17805,Sound of wire Movement,1
17806,17806,Don't purchase,1
17807,17807,Not working after using now for 4 months,1
17808,17808,Worst product,1
17809,17809,Boycott JBL product,1
17810,17810,Product Not satisfied me,1
17811,17811,Not good,1
17812,17812,Bad quality,1
17813,17813,Poor quality jack. Not happy with the product.,1
17816,17816,Please Avoid these Headphones,1
17817,17817,Don't buy,1
17818,17818,Cheap sound quality,1
17819,17819,Worst headset didn't even last for 4 months,1
17820,17820,Very bed quality product sound quality very bed,1
17821,17821,Need replacing,1
17822,17822,MIKE QUALITY - POOREST,1
17823,17823,Deceived by the brand name,1
17824,17824,Not worth even 399,1
17825,17825,Inferior product,1
17828,17828,sir thiss earphones is justt not good please do something about the components.,1
17829,17829,Dont buy,1
17830,17830,Waste of money!,1
17831,17831,Worst sound quality,1
17832,17832,do not buy it,1
17833,17833,Poor performance,1
17834,17834,Product not working within 6 months of usage,1
17835,17835,BAD SOUND QUALITY,1
17836,17836,Poor quality product,1
17837,17837,Built quality,1
17839,17839,Great sound at affordable price,5
17840,17840,**GREAT SOUNDING EARPHONES FOR THE PRICE**MIC AVAILABLE FOR CALLING PURPOSES**,5
17841,17841,Supreme Quality Earphone,5
17842,17842,Very Good handfree loving it,5
17843,17843,Awesome,5
17844,17844,"Far better than JBL, affordable one frm Harmen",5
17845,17845,Awesome product in this price..,5
17846,17846,Good sound quality,5
17847,17847,Value for Money 💯💗,5
17848,17848,SBK Review,5
17851,17851,Best Bass Headphone under 500,5
17852,17852,Worth every penny,5
17853,17853,Good for the price.,5
17854,17854,Incredible sound quality at unbelievable low price,5
17855,17855,Best earphones in the price range,5
17856,17856,I brought it for 199₹ and It's just excellent for the price.,5
17857,17857,Good quality headphones comfortable fit and crystal clear sound.,5
17858,17858,Just amazing at this price,5
17859,17859,"Excellent headset, value for money product.",5
17860,17860,One word *BOMB*,5
17863,17863,It came out of my washing machine ALIVE &amp; KICKING!!,5
17864,17864,Great,5
17865,17865,Good sound quality in this price range,5
17866,17866,Best buy for me till now,5
17867,17867,Classy and budget friendly earphones,5
17868,17868,Best under 500/-,5
17869,17869,Amazing Product...,5
17870,17870,Best buy,5
17871,17871,EXTREMELY durable pair.,5
17872,17872,reach out to the infinity,5
17875,17875,Worth the buy,5
17876,17876,Average built earphones with impressive audio performance,5
17877,17877,Audio top notch with little compromise in build quality,5
17878,17878,It bass and treble is clear and sound quality is awsome.,5
17879,17879,Yahhh! this is an amazing product.,5
17880,17880,Its a steal @ 399. Headset to buy below 500,5
17881,17881,Superb quality earphones with good bass,5
17882,17882,Great Sound and Good bass! Go for it..,5
17883,17883,Super ....go for it.....,5
17884,17884,Best Purchase - Good performance,5
17887,17887,Best VFM in-ear headset under ₹500 INR.🔥🔥🔥,5
17888,17888,Best in class Earphones....,5
17889,17889,Best,5
17890,17890,Amazing product,5
17891,17891,Best at its price 👌,5
17892,17892,Worth every penny,5
17893,17893,Good product at reasonable price,5
17894,17894,Must try at once you won't be regret 🙏😊,5
17895,17895,Value for Money,5
17896,17896,Happy with the purchase,5
17899,17899,Value for money,5
17900,17900,Amazing earphone,5
17901,17901,JBL Infinity rocks,5
17902,17902,nice headphone,5
17903,17903,This is pure jbl in just 400 rupee.,5
17904,17904,PRICE &lt; QUALITY,5
17905,17905,Excellent Tih hian a sawifiah zo lo a ni tawp tha tak a ni.,5
17906,17906,Stopped working,5
17907,17907,Value for money,5
17908,17908,Most VFM Earphone By JBL,5
17911,17911,Worth every paisa,5
17912,17912,The best in overall experience.,5
17913,17913,acceptable quality,5
17914,17914,Perfect product,5
17915,17915,Superb Sound. .watch review and invoking on Our YouTube channel Tech Icon Plus.,5
17916,17916,Worthy,5
17917,17917,Worth buying @399/-,5
17918,17918,Superb and Awesome Quality Highly Recommended,5
17919,17919,Perfect earphone,5
17920,17920,Bang for your buck!!!,5
17923,17923,Less Price Best Product.,5
17924,17924,nice product,5
17925,17925,PREMIUM,5
17926,17926,Infinity on the go,5
17927,17927,Good quality,5
17928,17928,Good Budget Earphones,5
17929,17929,Recommended,5
17930,17930,Go for it.,5
17931,17931,Worth it.,5
17932,17932,BY....JBL Superior Quality,5
17935,17935,Value for money,5
17936,17936,I'd buy one more if needed.,5
17937,17937,Work only for the warranty period.,5
17938,17938,Just ok.. in 399,5
17939,17939,V.Good👍😊🎵,5
17940,17940,Claiming manufacturer warranty,5
17941,17941,Good sound quality,5
17942,17942,Amazing,5
17943,17943,Awesome,5
17944,17944,Best deal for wired headphone,5
17947,17947,Must try. Cheap and best quality from jbl family,5
17948,17948,Before buying read this!!!!!!,5
17949,17949,Worth for the price..,5
17950,17950,clear voice and sound,5
17951,17951,Excellent bass and best for gaming.,5
17952,17952,Worth for money.,5
17953,17953,Great choice,5
17954,17954,Super Durable,5
17955,17955,Best EARPHONES under 400₹.,5
17956,17956,Exilent one,5
17958,17958,Perfectly balanced pack.,4
17959,17959,Infinity zip 20 - Value for money @399,4
17960,17960,Best Buy or Not?,4
17961,17961,399 me hila diya BOSS..,4
17962,17962,Nice,4
17963,17963,Pretty decent at this price,4
17964,17964,Overall value for money with some small drawbacks,4
17965,17965,AWESOME PRODUCT FOR RS 399/-  GOOD SOUND AND QUALITY,4
17966,17966,It exceeded my expectation.,4
17967,17967,Good Wired earphones - Harman By JBL,4
17970,17970,Quality Ear-In head phone with Deep Base,4
17971,17971,"At 349 INR, this is an entry level JBL Earphone for bikers &amp; general public.",4
17972,17972,Best for clarity lovers &amp; overall performance,4
17973,17973,Very sensitive mic,4
17974,17974,Bang for your buck!,4
17975,17975,Super product,4
17976,17976,Budget friendly in respect to the cost and branding by Harman,4
17977,17977,Value for money,4
17978,17978,As good as u want,4
17979,17979,You can't go Wrong by buying these,4
17982,17982,Good for the price.,4
17983,17983,Good Bass n Sound Quality,4
17984,17984,Better option at this price range,4
17985,17985,Great true bass and value for money.,4
17986,17986,Nice vocals and mid tones but almost no bass,4
17987,17987,Best at this price,4
17988,17988,Good @ this price,4
17989,17989,Sound,4
17990,17990,Good,4
17991,17991,Good if you are okay with soft sound as Harman is known for....,4
17994,17994,Can't use on full volume for long,4
17995,17995,The Bass is Excellent.,4
